epoch,accuracy,auc,categorical_accuracy,categorical_crossentropy,fn,fp,loss,precision,recall,tn,tp,val_accuracy,val_auc,val_categorical_accuracy,val_categorical_crossentropy,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
0,0.2463175356388092,0.23104676604270935,0.2463175356388092,1.9438989162445068,1388269.0,505615.0,2.4043331146240234,0.24578076601028442,0.10609348118305206,5706529.0,164767.0,0.3505217134952545,0.3137083649635315,0.3505217134952545,1.646799921989441,265018.0,76187.0,1.646799921989441,0.38739195466041565,0.1538269966840744,1176597.0,48178.0
1,0.4852617681026459,0.4881526529788971,0.4852617681026459,1.3542479276657104,1082498.0,317982.0,1.6762717962265015,0.5967356562614441,0.3029794692993164,5894162.0,470538.0,0.589174211025238,0.6113308668136597,0.589174211025238,1.147342324256897,189078.0,47831.0,1.147342324256897,0.7218303084373474,0.3962949812412262,1204953.0,124118.0
2,0.6432387828826904,0.7010489106178284,0.6432387828826904,1.026185154914856,787349.0,226733.0,1.271004557609558,0.7715352177619934,0.49302592873573303,5985411.0,765687.0,0.7240418195724487,0.7853519916534424,0.7240418195724487,0.8630367517471313,132723.0,34040.0,0.8630367517471313,0.841314971446991,0.5762302279472351,1218744.0,180473.0
3,0.7303243279457092,0.8041269779205322,0.7303243279457092,0.8368629217147827,596377.0,183428.0,1.0374096632003784,0.8391105532646179,0.6159927845001221,6028716.0,956659.0,0.7960382699966431,0.8631547689437866,0.7960382699966431,0.695197582244873,98201.0,27627.0,0.695197582244873,0.8861315250396729,0.6864551305770874,1225157.0,214995.0
4,0.7802890539169312,0.8552598357200623,0.7802890539169312,0.7196984887123108,479964.0,160371.0,0.8928562998771667,0.8699809908866882,0.6909511685371399,6051773.0,1073072.0,0.8358631730079651,0.9006949663162231,0.8358631730079651,0.5903933644294739,77478.0,24383.0,0.5903933644294739,0.9062556624412537,0.7526213526725769,1228401.0,235718.0
5,0.8118343949317932,0.8840525150299072,0.8118343949317932,0.6407853960990906,406540.0,146278.0,0.7956809401512146,0.8868495225906372,0.7382288575172424,6065866.0,1146496.0,0.8599056005477905,0.9213382005691528,0.8599056005477905,0.5205289721488953,64496.0,22655.0,0.5205289721488953,0.916511595249176,0.7940714359283447,1230129.0,248700.0
6,0.833844780921936,0.9023967981338501,0.833844780921936,0.5829936265945435,355886.0,136725.0,0.7251158356666565,0.8974978923797607,0.7708449959754944,6075419.0,1197150.0,0.8756721019744873,0.9340089559555054,0.8756721019744873,0.4707903563976288,55969.0,21527.0,0.4707903563976288,0.9227741956710815,0.8212972283363342,1231257.0,257227.0
7,0.8496699333190918,0.9151269197463989,0.8496699333190918,0.5375791192054749,319185.0,129800.0,0.6702578663825989,0.9048143625259399,0.7944767475128174,6082344.0,1233851.0,0.8863363265991211,0.9425779581069946,0.8863363265991211,0.43334320187568665,50106.0,20721.0,0.43334320187568665,0.9269901514053345,0.8400171399116516,1232063.0,263090.0
8,0.8622414469718933,0.9246276617050171,0.8622414469718933,0.4998866617679596,291027.0,124020.0,0.6251698732376099,0.9105213284492493,0.8126077055931091,6088124.0,1262009.0,0.8948741555213928,0.948799729347229,0.8948741555213928,0.4029094874858856,45820.0,20191.0,0.4029094874858856,0.9297868013381958,0.8537018299102783,1232593.0,267376.0
9,0.8724137544631958,0.932157039642334,0.8724137544631958,0.46706849336624146,268405.0,119469.0,0.5864673852920532,0.9149141907691956,0.8271740078926086,6092675.0,1284631.0,0.9013301730155945,0.9537303447723389,0.9013301730155945,0.37705543637275696,42385.0,19707.0,0.37705543637275696,0.9321659803390503,0.8646693825721741,1233077.0,270811.0
